DATA SLA AWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN JANUARI 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Merk,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
BULAN FEBRUARI 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Merk,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-,-,-,
1,AWS Rekayasa Balai V,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,99.0%
2,AWS Nimboran.Staklim Papua,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,99%,100%,100%,96%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,98.9%
3,AWS  Rekayasa Arso,99%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,99.0%
4,AWS Supiori Timur,100%,100%,100%,100%,86%,100%,100%,100%,99%,97%,99%,100%,100%,99%,100%,100%,79%,100%,100%,100%,100%,97%,100%,73%,100%,100%,97%,100%,,,,97.4%
5,AWS Rekayasa Skouw.,99%,82%,99%,100%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,73%,100%,100%,100%,100%,,,,97.8%
6,IKRO Staklim Papua,100%,100%,97%,100%,100%,100%,100%,100%,100%,95%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,20%,0%,8%,68%,100%,100%,99%,100%,,,,88.7%
7,AAWS Koya Barat,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
8,AWS GAW Vihara Klademark ,99%,100%,100%,99%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,99.0%
9,AWS Manokwari Selatan Rekayasa,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,99.0%
10,AWS Staklim Papua Barat,99%,100%,100%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,99%,90%,0%,66%,,,,93.8%
11,AWS Stasiun Klimatologi papua Barat IKRO,100%,100%,100%,100%,77%,100%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,73%,97%,100%,98%,81%,,,,97.2%
12,AWS Raisei,99%,100%,100%,100%,100%,84%,0%,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,93.0%
13,AWS Asiki,100%,100%,100%,99%,100%,100%,100%,100%,100%,99%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,74%,100%,100%,100%,100%,,,,98.9%
14,AAWS Staklim Tanah Miring,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
15,AWS Staklim Tanah Miring IKRO,61%,99%,100%,100%,100%,100%,100%,100%,95%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,96%,73%,100%,100%,99%,100%,,,,97.0%
16,AWS Digi Dok II.,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
17,AWS Pelabuhan Jayapura,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
18,AWS Stamet Enarotali,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
19,AWS Stamet DIgi Enarotali,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,,,,99.9%
20,AWS Stamet Manokwari Degreane,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,,,,96.0%
21,AWS Stamet Manokwari Rekayasa,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
22,AWS Digi Stamet Sorong,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
23,AWS Mesonet Sorong,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
24,AWS Pelabuhan Sorong,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
25,AWS Digi Stamet Nabire,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,,,,97.0%
26,AWS Digi Stamet Biak,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,97%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,,,,99.6%
27,AWS Stamet Fakfak,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
28,AWS Stamet Kaimana,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
29,AWS Digi Stamet Merauke,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,,,,97.0%
30,AWS Degreane Stamet Sarmi,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,,,,75.0%
31,AWS Digi Stamet Sentani,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
32,AWS Stamet Serui,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
33,AWS Stamet Digi Timika,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
34,AWS Stamet Tanah Merah,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
35,AWS Digi Wamena.,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100.0%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA SLA AWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN MARET 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Merk,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,AWS Rekayasa Balai V,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
2,AWS Nimboran.Staklim Papua,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
3,AWS  Rekayasa Arso,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
4,AWS Supiori Timur,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
5,AWS Rekayasa Skouw.,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
6,IKRO Staklim Papua,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
7,AAWS Koya Barat,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
8,AWS GAW Vihara Klademark ,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
9,AWS Manokwari Selatan Rekayasa,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
10,AWS Staklim Papua Barat,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
11,AWS Stasiun Klimatologi papua Barat IKRO,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
12,AWS Raisei,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,96.8%
13,AWS Asiki,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
14,AAWS Staklim Tanah Miring,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
15,AWS Staklim Tanah Miring IKRO,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
16,AWS Digi Dok II.,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
17,AWS Pelabuhan Jayapura,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
18,AWS Stamet Enarotali,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
19,AWS Stamet DIgi Enarotali,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
20,AWS Degreane (STR I )Stamet Manokwari ,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
21,AWS Rekayasa Stamet Manokwari ,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
22,AWS Digi Stamet Sorong,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
23,AWS Mesonet (STR I ) Sorong,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
24,AWS Pelabuhan Sorong,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
25,AWS Digi Stamet Nabire,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
26,AWS Digi Stamet Biak,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
27,AWS Degrean (STR I ) Stamet Fakfak,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
28,AWS Degrean (STR I)Stamet Kaimana,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
29,AWS Digi Stamet Merauke,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
30,AWS Degreane ( STR I ) Stamet Sarmi,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
31,AWS Digi Stamet Sentani,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
32,AWS Stamet Serui,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
33,AWS Stamet Digi Timika,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
34,AWS  Degrean (STR I )Stamet Tanah Merah,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
35,AWS Digi Wamena.,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA OLA AWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN MARET 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Merk,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,AWS Rekayasa Balai V,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
2,AWS Nimboran.Staklim Papua,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100.0%
3,AWS  Rekayasa Arso,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
4,AWS Supiori Timur,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,99.7%
5,AWS Rekayasa Skouw.,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.9%
6,IKRO Staklim Papua,100%,94%,67%,100%,96%,100%,100%,100%,100%,100%,100%,100%,97%,98%,100%,100%,100%,100%,100%,100%,100%,6%,100%,100%,100%,100%,99%,100%,100%,100%,100%,95.4%
7,AAWS Koya Barat,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
8,AWS GAW Vihara Klademark ,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
9,AWS Manokwari Selatan Rekayasa,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
10,AWS Staklim Papua Barat,99%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,99%,100%,100%,78%,75%,85%,93%,100%,100%,96%,45%,56%,94.1%
11,AWS Stasiun Klimatologi papua Barat IKRO,79%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,76%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,27%,51%,100%,100%,100%,100%,94.2%
12,AWS Raisei,99%,100%,100%,100%,100%,100%,100%,100%,84%,0%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96.1%
13,AWS Asiki,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
14,AAWS Staklim Tanah Miring,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
15,AWS Staklim Tanah Miring IKRO,96%,100%,100%,75%,97%,95%,100%,100%,100%,95%,90%,36%,97%,98%,100%,100%,100%,100%,98%,100%,100%,95%,100%,97%,52%,94%,100%,100%,99%,100%,100%,94.0%
16,AWS Digi Dok II.,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
17,AWS Pelabuhan Jayapura,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
18,AWS Stamet Enarotali,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
19,AWS Stamet DIgi Enarotali,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.8%
20,AWS Stamet Manokwari Degreane,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96.0%
21,AWS Stamet Manokwari Rekayasa,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
22,AWS Digi Stamet Sorong,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
23,AWS Mesonet Sorong,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
24,AWS Pelabuhan Sorong,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
25,AWS Digi Stamet Nabire,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97.0%
26,AWS Digi Stamet Biak,100%,100%,84%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.2%
27,AWS Stamet Fakfak,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
28,AWS Stamet Kaimana,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
29,AWS Digi Stamet Merauke,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97.0%
30,AWS Degreane Stamet Sarmi,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75.0%
31,AWS Digi Stamet Sentani,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
32,AWS Stamet Serui,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
33,AWS Stamet Digi Timika,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
34,AWS Stamet Tanah Merah,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
35,AWS Digi Wamena.,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA SLA AWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN APRIL 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Merk,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,-,
1,AWS Rekayasa Balai V,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,,100.0%
2,AWS Nimboran.Staklim Papua,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,,100.0%
3,AWS  Rekayasa Arso,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,,100.0%
4,AWS Supiori Timur,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,,100.0%
5,AWS Rekayasa Skouw.,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,,100.0%
