DATA SLA ACCELEROGRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN JANUARI 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Lokasi Accelerograph Non-Collocated,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,LOKASI Accelerograph NON COLOCCATED,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,Balai Besar MKG Wilayah V (JBPI),100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,100.0%
2,Stageof Angkasa (JGPI),80%,96%,100%,100%,100%,80%,100%,100%,100%,100%,100%,100%,100%,100%,100%,57%,68%,82%,98%,100%,100%,100%,100%,100%,83%,97%,58%,47%,100%,80%,,90.9%
3,Stamet Sentani ( JMPI),100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,99.1%
4,Stamet Biak ( BMPI),100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,68%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,98.4%
5,Stamet Timika ( TMPI),100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,16%,89%,100%,100%,100%,66%,100%,100%,100%,96%,,95.5%
6,Stamet Manokwari (MAPI),100%,100%,94%,69%,99%,49%,99%,98%,99%,97%,99%,100%,84%,46%,99%,98%,99%,93%,99%,100%,99%,94%,95%,98%,98%,98%,99%,49%,98%,99%,,91.6%
7,Stamet Enarotali (ERPN),100%,100%,100%,99%,100%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,98%,100%,100%,94%,100%,100%,95%,96%,99%,99%,99%,100%,100%,100%,100%,,99.2%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA SLA ACCELEROGRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN JULI 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Lokasi Accelerograph Non-Collocated,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,Balai Besar MKG Wilayah V (JBPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
2,Stageof Angkasa (JGPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
3,Stamet Sentani ( JMPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
4,Stamet Biak ( BMPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
5,Stamet Timika ( TMPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
6,Stamet Manokwari( MAPI),ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,63.2%
7,Stamet Enarotali (ERPN),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA OLA ACCELEROGRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN JULI 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,LOKASI Accelerograph NON COLOCCATED,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,Balai Besar MKG Wilayah V (JBPI),100%,98%,100%,100%,100%,100%,99%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.8%
2,Stageof Angkasa (JGPI),80%,58%,55%,100%,39%,55%,91%,75%,100%,84%,76%,60%,100%,80%,100%,60%,79%,80%,75%,55%,85%,94%,100%,100%,80%,100%,100%,100%,100%,100%,80%,82.0%
3,Stamet Sentani ( JMPI),80%,98%,100%,100%,93%,100%,99%,100%,94%,100%,100%,100%,100%,100%,100%,100%,80%,100%,100%,100%,80%,100%,99%,55%,100%,100%,100%,100%,100%,80%,100%,95.4%
4,Stamet Biak ( BMPI),100%,98%,100%,87%,68%,100%,99%,87%,68%,55%,100%,100%,96%,55%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,87%,100%,100%,100%,100%,100%,100%,92.5%
5,Stamet Timika ( TMPI),100%,98%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98.7%
6,Stamet Manokwari (MAPI),99.5,93.9,99.8,98.6,28.9,0,0,0,0,0,0,55.2,55.2,97.6,99.8,99.7,99.5,99.6,99.4,99.2,93.7,55.7,49.9,99.8,99.8,99.8,99.7,98.7,99.8,99.9,99.8,69.9%
7,Stamet Enarotali (ERPN),100%,98%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.8%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA SLA ACCELEROGRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN AGUSTUS 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Lokasi Accelerograph Non-Collocated,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,Balai Besar MKG Wilayah V (JBPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
2,Stageof Angkasa (JGPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
3,Stamet Sentani ( JMPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
4,Stamet Biak ( BMPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
5,Stamet Timika ( TMPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
6,Stamet Manokwari( MAPI),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,100.0%
7,Stamet Enarotali (ERPN),ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,OFF,ON,ON,96.8%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA OLA ACCELEROGRAPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULAN AGUSTUS 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,LOKASI Accelerograph NON COLOCCATED,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persentase Aktif (%)
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
1,Balai Besar MKG Wilayah V (JBPI),100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
2,Stageof Angkasa (JGPI),36%,47%,87%,73%,80%,100%,62%,48%,80%,80%,100%,87%,30%,92%,100%,60%,100%,80%,60%,80%,100%,69%,66%,80%,100%,100%,100%,100%,55%,60%,100%,77.8%
3,Stamet Sentani ( JMPI),100%,100%,80%,100%,100%,75%,100%,83%,97%,93%,86%,94%,66%,100%,94%,86%,100%,96%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,80%,97%,100%,94.4%
4,Stamet Biak ( BMPI),100%,100%,100%,100%,70%,80%,70%,85%,100%,55%,100%,100%,100%,100%,100%,60%,100%,97%,100%,100%,78%,77%,100%,88%,100%,100%,100%,78%,76%,100%,100%,90.8%
5,Stamet Timika ( TMPI),100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100.0%
6,Stamet Manokwari (MAPI),100%,100%,100%,100%,100%,100%,100%,82%,100%,100%,100%,100%,100%,96%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,100%,99.0%
7,Stamet Enarotali (ERPN),93%,100%,100%,100%,96%,100%,100%,100%,100%,100%,56%,100%,100%,100%,100%,100%,77%,43%,100%,84%,100%,100%,100%,100%,100%,100%,64%,43%,0%,42%,100%,87.0%
TOTAL PERSENTASE BULANAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7%
